Driver,LapNumber,LapTime,Compound,PitStatus,SessionTime
RUS,23,85.83357265601917,SOFT,Running,2024-05-26 07:49:36
RUS,48,82.87177486475012,MEDIUM,Running,2024-05-26 07:49:48
ALO,71,85.6800337275244,MEDIUM,Running,2024-05-26 07:50:00
ALO,50,86.43139318390732,HARD,Running,2024-05-26 07:50:12
SAI,13,85.2601954454131,HARD,Running,2024-05-26 07:50:24
SAI,10,84.75933051856266,MEDIUM,Running,2024-05-26 07:50:36
PER,55,88.67585036921395,MEDIUM,Running,2024-05-26 07:50:48
PER,9,83.36544757431241,HARD,Running,2024-05-26 07:51:00
STR,52,80.52531511480208,MEDIUM,Running,2024-05-26 07:51:12
PER,2,88.41429725567372,HARD,Running,2024-05-26 07:51:24
VER,25,83.29311468703864,HARD,Running,2024-05-26 07:51:36
VER,13,84.98408753070322,SOFT,Running,2024-05-26 07:51:48
RUS,51,84.82062212088795,SOFT,Running,2024-05-26 07:52:00
HAM,58,87.71714728325733,HARD,Running,2024-05-26 07:52:12
VER,34,88.08274148332836,HARD,Running,2024-05-26 07:52:24
NOR,35,83.17372418261066,MEDIUM,Running,2024-05-26 07:52:36
SAI,3,87.94243733073372,HARD,Running,2024-05-26 07:52:48
ALO,59,87.90913856918912,HARD,Running,2024-05-26 07:53:00
PER,70,85.53483889366494,SOFT,Pit,2024-05-26 07:53:12
RUS,48,87.17857659957575,HARD,Running,2024-05-26 07:53:24
LEC,64,87.35909391710057,MEDIUM,Running,2024-05-26 07:53:36
ALO,19,85.04562986779338,HARD,Running,2024-05-26 07:53:48
NOR,67,85.21638019640942,SOFT,Running,2024-05-26 07:54:00
PER,73,86.56079048473396,SOFT,Running,2024-05-26 07:54:12
NOR,76,82.56865506005553,SOFT,Running,2024-05-26 07:54:24
SAI,5,84.86314800027374,SOFT,Running,2024-05-26 07:54:36
SAI,67,83.33935425665398,HARD,Running,2024-05-26 07:54:48
STR,11,88.06244076539824,MEDIUM,Running,2024-05-26 07:55:00
RUS,68,84.84195127589581,MEDIUM,Running,2024-05-26 07:55:12
ALO,69,85.99747270156803,MEDIUM,Running,2024-05-26 07:55:24
PIA,1,85.10685851524948,HARD,Running,2024-05-26 07:55:36
PIA,63,84.98972864617518,HARD,Running,2024-05-26 07:55:48
ALO,29,85.87973931765592,HARD,Running,2024-05-26 07:56:00
LEC,12,84.18484140335616,MEDIUM,Running,2024-05-26 07:56:12
RUS,77,85.14273176735837,HARD,Running,2024-05-26 07:56:24
NOR,41,85.12948260497684,HARD,Running,2024-05-26 07:56:36
LEC,2,84.73821246023708,SOFT,Running,2024-05-26 07:56:48
HAM,37,86.20390243394145,SOFT,Running,2024-05-26 07:57:00
ALO,45,84.69540732237394,MEDIUM,Running,2024-05-26 07:57:12
NOR,48,88.40000696834153,SOFT,Running,2024-05-26 07:57:24
PIA,24,86.63213539447295,SOFT,Running,2024-05-26 07:57:36
VER,22,83.07124190146547,SOFT,Running,2024-05-26 07:57:48
STR,11,86.49158029926951,HARD,Pit,2024-05-26 07:58:00
PIA,58,84.25893654448579,SOFT,Running,2024-05-26 07:58:12
RUS,46,85.74424231572982,SOFT,Running,2024-05-26 07:58:24
SAI,29,84.18384820687078,SOFT,Running,2024-05-26 07:58:36
VER,35,81.55007300272288,HARD,Running,2024-05-26 07:58:48
STR,15,85.4608797127289,MEDIUM,Running,2024-05-26 07:59:00
STR,60,82.91805163407368,HARD,Running,2024-05-26 07:59:12
HAM,42,86.25548769971638,HARD,Running,2024-05-26 07:59:24
HAM,43,85.81461268645174,SOFT,Running,2024-05-26 07:59:36
PER,74,84.41300782090696,MEDIUM,Running,2024-05-26 07:59:48
PIA,49,88.78596666844318,SOFT,Running,2024-05-26 08:00:00
PIA,64,83.26928255885211,SOFT,Running,2024-05-26 08:00:12
PIA,32,84.3761922277389,MEDIUM,Running,2024-05-26 08:00:24
PER,64,83.48275515170926,MEDIUM,Running,2024-05-26 08:00:36
LEC,2,89.1743688580666,HARD,Running,2024-05-26 08:00:48
STR,24,87.93403945496294,MEDIUM,Running,2024-05-26 08:01:00
VER,66,82.94018064420523,HARD,Running,2024-05-26 08:01:12
RUS,38,84.01395412502353,HARD,Running,2024-05-26 08:01:24
STR,31,84.07501441478082,SOFT,Running,2024-05-26 08:01:36
HAM,26,84.50869136802686,SOFT,Running,2024-05-26 08:01:48
NOR,29,83.62299482310003,SOFT,Running,2024-05-26 08:02:00
SAI,67,84.40964813337968,MEDIUM,Running,2024-05-26 08:02:12
PER,78,87.308770084308,MEDIUM,Running,2024-05-26 08:02:24
ALO,25,89.00444220494218,HARD,Running,2024-05-26 08:02:36
NOR,48,82.72008327802064,HARD,Running,2024-05-26 08:02:48
RUS,65,83.62600717811901,HARD,Running,2024-05-26 08:03:00
PIA,53,85.88440699988442,MEDIUM,Running,2024-05-26 08:03:12
HAM,67,82.6554498486911,HARD,Running,2024-05-26 08:03:24
HAM,18,85.9309776385042,HARD,Running,2024-05-26 08:03:36
HAM,9,86.4721850168335,MEDIUM,Running,2024-05-26 08:03:48
PIA,38,86.76117459004855,SOFT,Running,2024-05-26 08:04:00
ALO,21,86.42186014769322,MEDIUM,Running,2024-05-26 08:04:12
PER,65,84.53655261511848,HARD,Running,2024-05-26 08:04:24
NOR,21,85.17299478935993,SOFT,Running,2024-05-26 08:04:36
PIA,27,83.37685034494207,MEDIUM,Running,2024-05-26 08:04:48
RUS,70,86.33580957834772,SOFT,Running,2024-05-26 08:05:00
PER,44,88.38604848084321,SOFT,Running,2024-05-26 08:05:12
RUS,28,86.3319616183213,HARD,Running,2024-05-26 08:05:24
PER,45,84.2489986755113,MEDIUM,Running,2024-05-26 08:05:36
ALO,17,87.2906253348586,HARD,In Lap,2024-05-26 08:05:48
SAI,40,89.75816405060209,MEDIUM,Running,2024-05-26 08:06:00
RUS,3,85.93766958890451,MEDIUM,Running,2024-05-26 08:06:12
PIA,76,86.4980511189384,MEDIUM,Running,2024-05-26 08:06:24
PER,76,86.71986196931888,SOFT,Running,2024-05-26 08:06:36
HAM,66,82.61197692146688,SOFT,In Lap,2024-05-26 08:06:48
STR,46,84.75998008916649,HARD,Running,2024-05-26 08:07:00
HAM,30,84.57504044124515,MEDIUM,Running,2024-05-26 08:07:12
LEC,69,87.00275996801271,MEDIUM,Running,2024-05-26 08:07:24
SAI,9,86.79306475420935,SOFT,Running,2024-05-26 08:07:36
SAI,11,85.28267386308069,MEDIUM,Running,2024-05-26 08:07:48
HAM,69,84.4670194937843,HARD,Running,2024-05-26 08:08:00
NOR,66,82.46412727252779,MEDIUM,Running,2024-05-26 08:08:12
ALO,31,85.47225744850513,MEDIUM,Running,2024-05-26 08:08:24
RUS,33,83.7817773933981,SOFT,Running,2024-05-26 08:08:36
PIA,39,83.5586975887594,MEDIUM,Running,2024-05-26 08:08:48
SAI,46,87.16728377542066,HARD,Running,2024-05-26 08:09:00
HAM,37,86.9794556310842,HARD,Running,2024-05-26 08:09:12
HAM,60,84.6205305154209,HARD,Running,2024-05-26 08:09:24
ALO,31,82.67572029364626,HARD,Running,2024-05-26 08:09:36
ALO,11,84.01353915556133,SOFT,Running,2024-05-26 08:09:48
VER,2,87.28785713038894,MEDIUM,Running,2024-05-26 08:10:00
VER,27,86.34189351055723,SOFT,Running,2024-05-26 08:10:12
NOR,2,84.65075136463976,HARD,Running,2024-05-26 08:10:24
NOR,21,85.60575571837843,MEDIUM,Running,2024-05-26 08:10:36
LEC,58,81.76532054767772,SOFT,Running,2024-05-26 08:10:48
NOR,5,81.62905610333739,MEDIUM,Running,2024-05-26 08:11:00
PER,52,89.0588277369379,HARD,Running,2024-05-26 08:11:12
ALO,45,86.41174719301138,HARD,Running,2024-05-26 08:11:24
PIA,20,85.50299171566665,MEDIUM,Running,2024-05-26 08:11:36
PER,61,84.78547886878513,MEDIUM,Running,2024-05-26 08:11:48
RUS,38,82.32869881884335,HARD,Running,2024-05-26 08:12:00
HAM,20,87.28778542947497,SOFT,Running,2024-05-26 08:12:12
NOR,25,83.45360022636528,HARD,Running,2024-05-26 08:12:24
HAM,2,86.76752876160027,MEDIUM,Running,2024-05-26 08:12:36
SAI,32,85.73760137797662,SOFT,Running,2024-05-26 08:12:48
LEC,26,85.40622996457772,HARD,Running,2024-05-26 08:13:00
SAI,70,83.15574062568372,MEDIUM,Running,2024-05-26 08:13:12
LEC,41,83.1797099915893,MEDIUM,Running,2024-05-26 08:13:24
VER,67,86.20188189536266,MEDIUM,Running,2024-05-26 08:13:36
HAM,1,85.64259028395604,SOFT,Pit,2024-05-26 08:13:48
LEC,51,85.58490073187409,SOFT,Running,2024-05-26 08:14:00
STR,5,86.01487486652464,SOFT,Running,2024-05-26 08:14:12
PER,13,82.01386171777132,SOFT,Running,2024-05-26 08:14:24
LEC,19,87.32725891189287,MEDIUM,Running,2024-05-26 08:14:36
LEC,12,84.85938046689415,MEDIUM,Running,2024-05-26 08:14:48
PER,48,87.60536103981678,SOFT,Running,2024-05-26 08:15:00
HAM,25,81.88501679138548,SOFT,Running,2024-05-26 08:15:12
HAM,57,86.52424680994937,MEDIUM,Pit,2024-05-26 08:15:24
PER,35,86.50724273602967,HARD,Running,2024-05-26 08:15:36
SAI,76,82.82496118795802,HARD,Running,2024-05-26 08:15:48
STR,5,84.34933898831615,MEDIUM,Running,2024-05-26 08:16:00
PIA,22,83.59288848728964,SOFT,Running,2024-05-26 08:16:12
RUS,77,87.05378272050946,SOFT,Running,2024-05-26 08:16:24
STR,57,86.05599926920064,MEDIUM,Running,2024-05-26 08:16:36
HAM,47,88.37792788662316,HARD,Running,2024-05-26 08:16:48
PIA,54,85.86531708170754,MEDIUM,Running,2024-05-26 08:17:00
VER,3,86.8180395364012,MEDIUM,Running,2024-05-26 08:17:12
NOR,53,87.60961933448492,MEDIUM,Running,2024-05-26 08:17:24
LEC,31,86.49796810771392,SOFT,Running,2024-05-26 08:17:36
PER,69,84.8084702346868,SOFT,Pit,2024-05-26 08:17:48
PER,33,84.47346999852924,SOFT,Running,2024-05-26 08:18:00
LEC,72,85.35647983044863,HARD,Running,2024-05-26 08:18:12
NOR,50,86.93385082165817,MEDIUM,Running,2024-05-26 08:18:24
RUS,16,84.12101448866468,MEDIUM,Pit,2024-05-26 08:18:36
NOR,76,86.67387634712345,HARD,Running,2024-05-26 08:18:48
PIA,77,86.08073817295855,SOFT,Running,2024-05-26 08:19:00
NOR,39,83.24404897824093,MEDIUM,Running,2024-05-26 08:19:12
PIA,46,86.58636346654276,HARD,Running,2024-05-26 08:19:24
NOR,47,85.75545782313424,SOFT,Running,2024-05-26 08:19:36
RUS,44,84.50905641985747,SOFT,Running,2024-05-26 08:19:48
RUS,9,85.72937143088568,MEDIUM,Running,2024-05-26 08:20:00
HAM,50,84.57902815808868,SOFT,Running,2024-05-26 08:20:12
LEC,77,85.9458097164416,HARD,Running,2024-05-26 08:20:24
RUS,60,85.19767133463621,SOFT,Running,2024-05-26 08:20:36
PIA,15,82.74613638238269,MEDIUM,Running,2024-05-26 08:20:48
RUS,36,85.25153588061197,HARD,Running,2024-05-26 08:21:00
HAM,63,84.70316898822455,SOFT,Running,2024-05-26 08:21:12
PER,69,86.64405543773783,SOFT,Running,2024-05-26 08:21:24
PIA,41,87.08358329270234,SOFT,Pit,2024-05-26 08:21:36
HAM,74,84.58379682870508,HARD,Running,2024-05-26 08:21:48
SAI,24,84.07908814214565,SOFT,Running,2024-05-26 08:22:00
SAI,49,82.47572271403386,MEDIUM,Running,2024-05-26 08:22:12
VER,18,84.03473317856867,HARD,Running,2024-05-26 08:22:24
NOR,7,84.91811620609391,HARD,Running,2024-05-26 08:22:36
LEC,4,83.08932599492242,SOFT,Running,2024-05-26 08:22:48
ALO,69,87.10764586619439,HARD,Running,2024-05-26 08:23:00
STR,60,85.97189152879325,MEDIUM,Running,2024-05-26 08:23:12
HAM,55,85.28324991476418,HARD,Running,2024-05-26 08:23:24
PER,16,85.46999165208875,MEDIUM,Running,2024-05-26 08:23:36
STR,29,86.05088091645321,SOFT,Running,2024-05-26 08:23:48
PER,23,86.63957096016512,HARD,Running,2024-05-26 08:24:00
STR,14,86.95621374632508,MEDIUM,Running,2024-05-26 08:24:12
HAM,49,84.94356420843646,SOFT,Running,2024-05-26 08:24:24
ALO,33,85.24451709578828,MEDIUM,Running,2024-05-26 08:24:36
STR,25,85.8113461906995,HARD,Running,2024-05-26 08:24:48
HAM,21,85.17102960962767,HARD,Running,2024-05-26 08:25:00
RUS,17,87.07017134859636,MEDIUM,Running,2024-05-26 08:25:12
ALO,23,87.70918038864858,SOFT,Running,2024-05-26 08:25:24
PIA,57,86.1193319661507,SOFT,Running,2024-05-26 08:25:36
PER,58,83.86525504567217,SOFT,Running,2024-05-26 08:25:48
SAI,14,86.41512201749774,SOFT,Pit,2024-05-26 08:26:00
NOR,20,86.19065829757949,MEDIUM,Running,2024-05-26 08:26:12
SAI,30,83.71432435442851,HARD,Running,2024-05-26 08:26:24
ALO,19,86.1886799267917,MEDIUM,Running,2024-05-26 08:26:36
PIA,53,84.52045706643717,HARD,Running,2024-05-26 08:26:48
PER,56,86.8429688671391,HARD,Running,2024-05-26 08:27:00
PIA,77,86.40048693924,MEDIUM,Running,2024-05-26 08:27:12
STR,23,85.9013757699043,MEDIUM,Running,2024-05-26 08:27:24
PER,62,85.56938412100051,SOFT,Running,2024-05-26 08:27:36
STR,33,81.65993026799458,HARD,Running,2024-05-26 08:27:48
HAM,18,83.3143048116168,SOFT,Running,2024-05-26 08:28:00
ALO,73,85.26455780437823,SOFT,Running,2024-05-26 08:28:12
HAM,33,88.23489038604636,MEDIUM,Running,2024-05-26 08:28:24
VER,32,86.516425922639,SOFT,Running,2024-05-26 08:28:36
PIA,61,88.76528339230605,SOFT,Running,2024-05-26 08:28:48
STR,54,85.64937694857764,SOFT,Running,2024-05-26 08:29:00
RUS,17,85.44446862511451,MEDIUM,Running,2024-05-26 08:29:12
HAM,19,88.06522533585667,SOFT,Running,2024-05-26 08:29:24
VER,70,85.21341425128917,SOFT,Running,2024-05-26 08:29:36
LEC,34,83.72435416833387,MEDIUM,In Lap,2024-05-26 08:29:48
SAI,25,86.07015741171125,MEDIUM,Running,2024-05-26 08:30:00
PER,68,87.52052516758631,MEDIUM,Running,2024-05-26 08:30:12
VER,74,84.01329447645382,HARD,Running,2024-05-26 08:30:24
ALO,74,86.56027837142045,MEDIUM,Running,2024-05-26 08:30:36
HAM,11,85.3321742844042,HARD,Running,2024-05-26 08:30:48
ALO,16,86.3124296122207,MEDIUM,Running,2024-05-26 08:31:00
SAI,61,86.06436097868118,MEDIUM,Running,2024-05-26 08:31:12
RUS,7,84.7542520950555,MEDIUM,Running,2024-05-26 08:31:24
PIA,16,85.30886185011262,HARD,Running,2024-05-26 08:31:36
PIA,16,84.86418991187915,SOFT,Running,2024-05-26 08:31:48
ALO,40,85.7137467960715,MEDIUM,Running,2024-05-26 08:32:00
STR,12,83.97702503758879,HARD,Running,2024-05-26 08:32:12
RUS,35,84.40724711610932,MEDIUM,Running,2024-05-26 08:32:24
PIA,21,84.75487127006528,SOFT,Running,2024-05-26 08:32:36
RUS,50,86.2050652301185,HARD,Running,2024-05-26 08:32:48
VER,43,82.95203892728128,MEDIUM,Running,2024-05-26 08:33:00
RUS,17,85.30716665728632,MEDIUM,Running,2024-05-26 08:33:12
NOR,32,84.22522380440367,MEDIUM,Running,2024-05-26 08:33:24
SAI,41,84.75945855536712,SOFT,Running,2024-05-26 08:33:36
PIA,6,84.31169544447283,HARD,Running,2024-05-26 08:33:48
RUS,27,85.85022956564936,MEDIUM,Running,2024-05-26 08:34:00
ALO,20,85.21719606914598,MEDIUM,Running,2024-05-26 08:34:12
LEC,25,86.78089840257826,HARD,Running,2024-05-26 08:34:24
NOR,66,86.22311652974994,SOFT,Running,2024-05-26 08:34:36
NOR,9,82.73331704809792,SOFT,Running,2024-05-26 08:34:48
STR,53,83.77200169686841,SOFT,Running,2024-05-26 08:35:00
RUS,61,85.18840688497677,SOFT,Running,2024-05-26 08:35:12
STR,38,85.42271665079447,SOFT,Running,2024-05-26 08:35:24
STR,3,83.93079461445751,MEDIUM,Running,2024-05-26 08:35:36
LEC,70,87.84715386692619,MEDIUM,Running,2024-05-26 08:35:48
VER,55,87.05643793339003,MEDIUM,Running,2024-05-26 08:36:00
RUS,1,82.5394664835044,HARD,Running,2024-05-26 08:36:12
HAM,70,86.12176744864527,SOFT,Running,2024-05-26 08:36:24
PIA,45,85.41756623389959,HARD,Running,2024-05-26 08:36:36
STR,47,87.73897507302827,SOFT,Running,2024-05-26 08:36:48
SAI,26,82.67420893042146,SOFT,Running,2024-05-26 08:37:00
PER,14,89.2077386602321,HARD,Running,2024-05-26 08:37:12
SAI,54,83.98269780912008,MEDIUM,Running,2024-05-26 08:37:24
LEC,71,86.18134827407765,HARD,Running,2024-05-26 08:37:36
LEC,46,84.4085574415698,MEDIUM,Running,2024-05-26 08:37:48
ALO,31,84.82291394623016,SOFT,Running,2024-05-26 08:38:00
VER,59,82.45904761893557,MEDIUM,Running,2024-05-26 08:38:12
PIA,29,87.65439617504981,SOFT,Running,2024-05-26 08:38:24
STR,17,85.01463476596528,SOFT,Running,2024-05-26 08:38:36
SAI,14,85.13701575714059,MEDIUM,Running,2024-05-26 08:38:48
PER,36,89.66246742992894,SOFT,Running,2024-05-26 08:39:00
LEC,58,87.22699687619385,MEDIUM,Running,2024-05-26 08:39:12
LEC,24,84.29694970288982,HARD,Running,2024-05-26 08:39:24
VER,63,84.40153937934394,SOFT,Running,2024-05-26 08:39:36
PER,25,85.96764217907075,SOFT,Pit,2024-05-26 08:39:48
PER,59,86.8873138443248,HARD,Running,2024-05-26 08:40:00
VER,32,88.65439568965465,SOFT,Running,2024-05-26 08:40:12
LEC,18,82.60542115418012,HARD,Running,2024-05-26 08:40:24
PIA,37,86.80863475323734,HARD,Running,2024-05-26 08:40:36
RUS,26,87.09780476058309,SOFT,Running,2024-05-26 08:40:48
RUS,9,84.07888766759629,HARD,Running,2024-05-26 08:41:00
VER,64,84.85153217725089,HARD,Running,2024-05-26 08:41:12
PER,72,82.56540303979962,HARD,Running,2024-05-26 08:41:24
STR,20,84.59839134782779,SOFT,Running,2024-05-26 08:41:36
VER,54,85.9177693525004,HARD,Running,2024-05-26 08:41:48
PIA,30,88.36941143073965,MEDIUM,Running,2024-05-26 08:42:00
VER,53,88.53545782610757,MEDIUM,Running,2024-05-26 08:42:12
NOR,63,83.6472608970941,HARD,Running,2024-05-26 08:42:24
SAI,11,88.12414652374225,MEDIUM,Running,2024-05-26 08:42:36
PER,31,81.99117854062047,SOFT,Running,2024-05-26 08:42:48
ALO,49,84.44712614657709,HARD,Running,2024-05-26 08:43:00
ALO,19,84.95674180726176,SOFT,Running,2024-05-26 08:43:12
PER,12,85.95322090335783,MEDIUM,Pit,2024-05-26 08:43:24
PIA,15,85.6917186129844,MEDIUM,Running,2024-05-26 08:43:36
NOR,31,86.15825734359251,MEDIUM,Running,2024-05-26 08:43:48
NOR,43,85.17067663408162,MEDIUM,Running,2024-05-26 08:44:00
LEC,37,87.2272596390831,SOFT,Running,2024-05-26 08:44:12
SAI,29,86.7453041473393,HARD,Running,2024-05-26 08:44:24
RUS,26,84.9787868313952,SOFT,Running,2024-05-26 08:44:36
HAM,2,87.01630864234262,HARD,Running,2024-05-26 08:44:48
PIA,15,89.22318361293794,MEDIUM,Running,2024-05-26 08:45:00
HAM,4,84.2881347813786,MEDIUM,Running,2024-05-26 08:45:12
HAM,50,88.51560572868134,MEDIUM,Running,2024-05-26 08:45:24
PER,38,84.44974443012002,MEDIUM,Pit,2024-05-26 08:45:36
ALO,23,88.0385867207109,SOFT,Running,2024-05-26 08:45:48
ALO,59,84.51731519936412,HARD,Running,2024-05-26 08:46:00
RUS,75,86.87819236528127,HARD,In Lap,2024-05-26 08:46:12
PER,28,85.82333959907635,MEDIUM,Running,2024-05-26 08:46:24
HAM,66,82.286534757737,SOFT,Running,2024-05-26 08:46:36
STR,8,88.94799427047417,MEDIUM,Running,2024-05-26 08:46:48
ALO,29,83.88818641978551,HARD,Running,2024-05-26 08:47:00
PIA,11,83.21472123955778,HARD,Running,2024-05-26 08:47:12
PIA,18,84.34901019479129,SOFT,Running,2024-05-26 08:47:24
LEC,55,90.05624501987361,HARD,Running,2024-05-26 08:47:36
VER,50,83.24331554235575,SOFT,Running,2024-05-26 08:47:48
STR,14,85.82083833183053,MEDIUM,Running,2024-05-26 08:48:00
ALO,74,83.47830781258592,MEDIUM,Running,2024-05-26 08:48:12
NOR,9,83.7869251713031,SOFT,Running,2024-05-26 08:48:24
ALO,11,82.62103937556681,MEDIUM,Running,2024-05-26 08:48:36
LEC,63,86.06730276683716,SOFT,Running,2024-05-26 08:48:48
PIA,76,85.20980426775213,MEDIUM,Running,2024-05-26 08:49:00
HAM,67,83.46354076156808,MEDIUM,In Lap,2024-05-26 08:49:12
NOR,53,87.0717662423252,HARD,Running,2024-05-26 08:49:24
PER,39,87.26169728737395,HARD,Running,2024-05-26 08:49:36
SAI,78,86.23299349472539,SOFT,In Lap,2024-05-26 08:49:48
HAM,56,87.60720589051346,MEDIUM,Running,2024-05-26 08:50:00
SAI,28,84.87178152126353,MEDIUM,Running,2024-05-26 08:50:12
STR,75,86.08027445385206,MEDIUM,Running,2024-05-26 08:50:24
VER,39,84.87873061688153,HARD,Running,2024-05-26 08:50:36
NOR,25,82.78680038771218,SOFT,Running,2024-05-26 08:50:48
RUS,21,85.89464352149645,SOFT,Running,2024-05-26 08:51:00
NOR,10,85.78562023147403,SOFT,Running,2024-05-26 08:51:12
ALO,43,85.4456502457043,MEDIUM,Running,2024-05-26 08:51:24
PIA,15,86.1729757024382,SOFT,Running,2024-05-26 08:51:36
ALO,48,88.04142438067775,HARD,Running,2024-05-26 08:51:48
ALO,21,85.13204403315478,HARD,Running,2024-05-26 08:52:00
STR,60,83.77709621536579,SOFT,Running,2024-05-26 08:52:12
HAM,50,85.05404818297559,MEDIUM,Running,2024-05-26 08:52:24
RUS,23,85.25368793994696,HARD,Running,2024-05-26 08:52:36
RUS,13,87.27045943310675,HARD,Running,2024-05-26 08:52:48
ALO,69,85.69199358598522,MEDIUM,Running,2024-05-26 08:53:00
SAI,4,83.43325915556537,MEDIUM,Running,2024-05-26 08:53:12
STR,78,86.9498241544276,SOFT,Running,2024-05-26 08:53:24
ALO,72,86.66123010982892,HARD,Running,2024-05-26 08:53:36
VER,9,85.69278441317631,HARD,Running,2024-05-26 08:53:48
PIA,35,87.20684363454808,SOFT,Running,2024-05-26 08:54:00
HAM,21,87.5080926202381,SOFT,Running,2024-05-26 08:54:12
PER,58,84.8206071174856,HARD,Running,2024-05-26 08:54:24
VER,18,83.87970977968236,HARD,Running,2024-05-26 08:54:36
SAI,72,85.47862244453775,MEDIUM,Running,2024-05-26 08:54:48
NOR,43,86.4659011057845,MEDIUM,Running,2024-05-26 08:55:00
NOR,6,85.31036111033396,HARD,Running,2024-05-26 08:55:12
VER,78,83.72083755103975,HARD,Running,2024-05-26 08:55:24
ALO,67,85.7928095505373,MEDIUM,Running,2024-05-26 08:55:36
PER,12,81.8396987940171,SOFT,Running,2024-05-26 08:55:48
LEC,12,84.91597007002284,SOFT,Pit,2024-05-26 08:56:00
LEC,66,87.03209861908229,HARD,Running,2024-05-26 08:56:12
SAI,2,87.12978906141859,HARD,Running,2024-05-26 08:56:24
ALO,15,78.7323979319816,MEDIUM,Running,2024-05-26 08:56:36
RUS,23,85.15334861198426,HARD,Running,2024-05-26 08:56:48
RUS,29,86.57869643139827,SOFT,Running,2024-05-26 08:57:00
HAM,7,83.38305226962183,MEDIUM,In Lap,2024-05-26 08:57:12
PER,28,84.83048158516861,MEDIUM,Running,2024-05-26 08:57:24
PER,14,87.67389016063711,SOFT,Running,2024-05-26 08:57:36
NOR,44,84.62850585016007,SOFT,Running,2024-05-26 08:57:48
STR,30,88.37755500402955,MEDIUM,Running,2024-05-26 08:58:00
SAI,32,84.16586571038997,HARD,Running,2024-05-26 08:58:12
LEC,70,88.03778430891245,SOFT,Running,2024-05-26 08:58:24
SAI,6,85.56041439876819,MEDIUM,Running,2024-05-26 08:58:36
RUS,27,83.91901088303952,HARD,Running,2024-05-26 08:58:48
RUS,24,88.04378534925475,HARD,Running,2024-05-26 08:59:00
VER,34,83.3283450835532,MEDIUM,Running,2024-05-26 08:59:12
HAM,40,84.0672499606932,SOFT,Running,2024-05-26 08:59:24
PER,47,86.38185493312106,HARD,Running,2024-05-26 08:59:36
PIA,75,85.64547131010471,SOFT,Running,2024-05-26 08:59:48
SAI,24,85.99313476125518,MEDIUM,Running,2024-05-26 09:00:00
RUS,65,84.83702701831876,SOFT,Running,2024-05-26 09:00:12
STR,18,83.3410916795445,HARD,Running,2024-05-26 09:00:24
NOR,44,84.32593962650768,MEDIUM,Running,2024-05-26 09:00:36
LEC,76,87.87671870660401,HARD,Running,2024-05-26 09:00:48
HAM,57,83.09343438711257,HARD,Running,2024-05-26 09:01:00
STR,28,88.4600413800299,MEDIUM,Running,2024-05-26 09:01:12
HAM,71,86.06854617580538,MEDIUM,In Lap,2024-05-26 09:01:24
VER,23,84.42575116946442,SOFT,Running,2024-05-26 09:01:36
PIA,34,81.89630462794075,MEDIUM,Running,2024-05-26 09:01:48
RUS,11,82.13276594858743,SOFT,Running,2024-05-26 09:02:00
NOR,35,84.85940898025218,MEDIUM,Running,2024-05-26 09:02:12
STR,42,84.64132068163637,HARD,Running,2024-05-26 09:02:24
HAM,28,85.71194743403348,SOFT,Running,2024-05-26 09:02:36
PER,78,88.59445980180963,MEDIUM,Running,2024-05-26 09:02:48
VER,24,86.46766922928643,SOFT,Running,2024-05-26 09:03:00
PER,8,85.26836019105977,SOFT,Running,2024-05-26 09:03:12
NOR,53,87.69031984213204,SOFT,Running,2024-05-26 09:03:24
STR,72,85.77117706813038,HARD,Running,2024-05-26 09:03:36
VER,4,88.37947618876832,MEDIUM,Running,2024-05-26 09:03:48
STR,5,84.29024467193875,MEDIUM,Running,2024-05-26 09:04:00
RUS,49,83.43397661065632,SOFT,Running,2024-05-26 09:04:12
ALO,30,81.89940190274126,MEDIUM,Running,2024-05-26 09:04:24
VER,72,85.31025973653887,HARD,Running,2024-05-26 09:04:36
PER,63,83.27764525795723,SOFT,Running,2024-05-26 09:04:48
NOR,47,83.25215436151858,HARD,Running,2024-05-26 09:05:00
PIA,26,87.36177494952328,HARD,Running,2024-05-26 09:05:12
RUS,57,82.40021707558782,MEDIUM,Running,2024-05-26 09:05:24
ALO,37,85.68640525049518,MEDIUM,Running,2024-05-26 09:05:36
PIA,7,85.35018112151282,SOFT,Running,2024-05-26 09:05:48
LEC,40,85.66583606699693,HARD,Pit,2024-05-26 09:06:00
RUS,39,87.99138444374276,MEDIUM,Running,2024-05-26 09:06:12
NOR,62,84.01375565350041,SOFT,Running,2024-05-26 09:06:24
HAM,78,87.99290727677703,SOFT,Running,2024-05-26 09:06:36
VER,53,82.33163089893532,MEDIUM,Running,2024-05-26 09:06:48
STR,4,86.67133386671964,HARD,Running,2024-05-26 09:07:00
NOR,25,88.157472081968,SOFT,Running,2024-05-26 09:07:12
VER,7,78.20270984743158,MEDIUM,Running,2024-05-26 09:07:24
PIA,28,85.43629273476586,SOFT,Running,2024-05-26 09:07:36
STR,69,85.28988483915104,MEDIUM,Pit,2024-05-26 09:07:48
SAI,67,85.6293273165698,SOFT,Running,2024-05-26 09:08:00
PER,20,88.58080425778218,HARD,Running,2024-05-26 09:08:12
LEC,11,84.12546444060857,SOFT,Running,2024-05-26 09:08:24
RUS,67,83.36788464567692,MEDIUM,Running,2024-05-26 09:08:36
NOR,7,85.64242082896652,MEDIUM,Running,2024-05-26 09:08:48
